1743408331.017617 server started (27176): version 3.5a, socket /private/tmp/tmux-502/test, protocol 8
1743408331.017675 on Darwin 24.3.0 Darwin Kernel Version 24.3.0: Thu Jan  2 20:24:16 PST 2025; root:xnu-11215.81.4~3/RELEASE_ARM64_T6000
1743408331.017686 using libevent 2.1.12-stable select
1743408331.017699 using utf8proc 2.10.0
1743408331.017707 using ncurses 6.5 20240427
1743408334.526402 utf8_from_data: (1 1  ) -> 41000020
1743408334.526404 utf8_from_data: (1 1  ) -> 41000020
1743408334.526406 utf8_from_data: (1 1  ) -> 41000020
1743408334.526408 utf8_from_data: (1 1  ) -> 41000020
1743408334.526410 utf8_from_data: (1 1  ) -> 41000020
1743408334.526412 utf8_from_data: (1 1  ) -> 41000020
1743408334.526414 utf8_from_data: (1 1  ) -> 41000020
1743408334.526416 utf8_from_data: (1 1  ) -> 41000020
1743408334.526418 utf8_from_data: (1 1  ) -> 41000020
1743408334.526420 utf8_from_data: (1 1  ) -> 41000020
1743408334.526422 utf8_from_data: (1 1  ) -> 41000020
1743408334.526424 utf8_from_data: (1 1  ) -> 41000020
1743408334.526426 utf8_from_data: (1 1  ) -> 41000020
1743408334.526428 utf8_from_data: (1 1  ) -> 41000020
1743408334.526430 utf8_from_data: (1 1  ) -> 41000020
1743408334.526432 utf8_from_data: (1 1  ) -> 41000020
1743408334.526434 utf8_from_data: (1 1  ) -> 41000020
1743408334.526436 utf8_from_data: (1 1  ) -> 41000020
1743408334.526438 utf8_from_data: (1 1  ) -> 41000020
1743408334.526440 utf8_from_data: (1 1  ) -> 41000020
1743408334.526442 utf8_from_data: (1 1  ) -> 41000020
1743408334.526444 utf8_from_data: (1 1  ) -> 41000020
1743408334.526446 utf8_from_data: (1 1  ) -> 41000020
1743408334.526448 utf8_from_data: (1 1  ) -> 41000020
1743408334.526450 utf8_from_data: (1 1  ) -> 41000020
1743408334.526452 utf8_from_data: (1 1  ) -> 41000020
1743408334.526454 utf8_from_data: (1 1  ) -> 41000020
1743408334.526463 utf8_from_data: (1 1  ) -> 41000020
1743408334.526465 utf8_from_data: (1 1  ) -> 41000020
1743408334.526467 utf8_from_data: (1 1  ) -> 41000020
1743408334.526469 utf8_from_data: (1 1  ) -> 41000020
1743408334.526471 utf8_from_data: (1 1  ) -> 41000020
1743408334.526473 utf8_from_data: (1 1  ) -> 41000020
1743408334.526475 utf8_from_data: (1 1  ) -> 41000020
1743408334.526477 utf8_from_data: (1 1  ) -> 41000020
1743408334.526479 utf8_from_data: (1 1  ) -> 41000020
1743408334.526481 utf8_from_data: (1 1  ) -> 41000020
1743408334.526483 utf8_from_data: (1 1  ) -> 41000020
1743408334.526485 utf8_from_data: (1 1  ) -> 41000020
1743408334.526487 utf8_from_data: (1 1  ) -> 41000020
1743408334.526489 utf8_from_data: (1 1  ) -> 41000020
1743408334.526491 utf8_from_data: (1 1  ) -> 41000020
1743408334.526493 utf8_from_data: (1 1  ) -> 41000020
1743408334.526495 utf8_from_data: (1 1  ) -> 41000020
1743408334.526497 utf8_from_data: (1 1  ) -> 41000020
1743408334.526499 utf8_from_data: (1 1  ) -> 41000020
1743408334.526501 utf8_from_data: (1 1  ) -> 41000020
1743408334.526503 utf8_from_data: (1 1  ) -> 41000020
1743408334.526505 utf8_from_data: (1 1  ) -> 41000020
1743408334.526507 utf8_from_data: (1 1  ) -> 41000020
1743408334.526509 utf8_from_data: (1 1  ) -> 41000020
1743408334.526511 utf8_from_data: (1 1  ) -> 41000020
1743408334.526513 utf8_from_data: (1 1  ) -> 41000020
1743408334.526515 utf8_from_data: (1 1  ) -> 41000020
1743408334.526517 utf8_from_data: (1 1  ) -> 41000020
1743408334.526519 utf8_from_data: (1 1  ) -> 41000020
1743408334.526521 utf8_from_data: (1 1  ) -> 41000020
1743408334.526523 utf8_from_data: (1 1  ) -> 41000020
1743408334.526525 utf8_from_data: (1 1  ) -> 41000020
1743408334.526527 utf8_from_data: (1 1  ) -> 41000020
1743408334.526529 utf8_from_data: (1 1  ) -> 41000020
1743408334.526531 utf8_from_data: (1 1  ) -> 41000020
1743408334.526533 utf8_from_data: (1 1  ) -> 41000020
1743408334.526535 utf8_from_data: (1 1  ) -> 41000020
1743408334.526537 utf8_from_data: (1 1  ) -> 41000020
1743408334.526539 utf8_from_data: (1 1  ) -> 41000020
1743408334.526541 utf8_from_data: (1 1  ) -> 41000020
1743408334.526543 utf8_from_data: (1 1  ) -> 41000020
1743408334.526545 utf8_from_data: (1 1  ) -> 41000020
1743408334.526547 utf8_from_data: (1 1  ) -> 41000020
1743408334.526549 utf8_from_data: (1 1  ) -> 41000020
1743408334.526551 utf8_from_data: (1 1  ) -> 41000020
1743408334.526554 utf8_from_data: (1 1  ) -> 41000020
1743408334.526556 utf8_from_data: (1 1  ) -> 41000020
1743408334.526558 utf8_from_data: (1 1  ) -> 41000020
1743408334.526560 utf8_from_data: (1 1  ) -> 41000020
1743408334.526562 utf8_from_data: (1 1  ) -> 41000020
1743408334.526564 utf8_from_data: (1 1  ) -> 41000020
1743408334.526566 utf8_from_data: (1 1  ) -> 41000020
1743408334.526568 utf8_from_data: (1 1  ) -> 41000020
1743408334.526570 utf8_from_data: (1 1  ) -> 41000020
1743408334.526572 utf8_from_data: (1 1  ) -> 41000020
1743408334.526574 utf8_from_data: (1 1  ) -> 41000020
1743408334.526576 utf8_from_data: (1 1  ) -> 41000020
1743408334.526578 utf8_from_data: (1 1  ) -> 41000020
1743408334.526580 utf8_from_data: (1 1  ) -> 41000020
1743408334.526582 utf8_from_data: (1 1  ) -> 41000020
1743408334.526584 utf8_from_data: (1 1  ) -> 41000020
1743408334.526586 utf8_from_data: (1 1  ) -> 41000020
1743408334.526588 utf8_from_data: (1 1  ) -> 41000020
1743408334.526590 utf8_from_data: (1 1  ) -> 41000020
1743408334.526592 utf8_from_data: (1 1  ) -> 41000020
1743408334.526594 utf8_from_data: (1 1  ) -> 41000020
1743408334.526596 utf8_from_data: (1 1  ) -> 41000020
1743408334.526598 utf8_from_data: (1 1  ) -> 41000020
1743408334.526600 utf8_from_data: (1 1  ) -> 41000020
1743408334.526602 utf8_from_data: (1 1  ) -> 41000020
1743408334.526604 utf8_from_data: (1 1  ) -> 41000020
1743408334.526606 utf8_from_data: (1 1  ) -> 41000020
1743408334.526608 utf8_from_data: (1 1  ) -> 41000020
1743408334.526610 utf8_from_data: (1 1  ) -> 41000020
1743408334.526612 utf8_from_data: (1 1  ) -> 41000020
1743408334.526614 utf8_from_data: (1 1  ) -> 41000020
1743408334.526616 utf8_from_data: (1 1  ) -> 41000020
1743408334.526618 utf8_from_data: (1 1  ) -> 41000020
1743408334.526620 utf8_from_data: (1 1  ) -> 41000020
1743408334.526622 utf8_from_data: (1 1  ) -> 41000020
1743408334.526624 utf8_from_data: (1 1  ) -> 41000020
1743408334.526626 utf8_from_data: (1 1  ) -> 41000020
1743408334.526628 utf8_from_data: (1 1  ) -> 41000020
1743408334.526630 utf8_from_data: (1 1  ) -> 41000020
1743408334.526632 utf8_from_data: (1 1  ) -> 41000020
1743408334.526634 utf8_from_data: (1 1  ) -> 41000020
1743408334.526636 utf8_from_data: (1 1  ) -> 41000020
1743408334.526638 utf8_from_data: (1 1  ) -> 41000020
1743408334.526640 utf8_from_data: (1 1  ) -> 41000020
1743408334.526642 utf8_from_data: (1 1  ) -> 41000020
1743408334.526644 utf8_from_data: (1 1  ) -> 41000020
1743408334.526646 utf8_from_data: (1 1  ) -> 41000020
1743408334.526648 utf8_from_data: (1 1  ) -> 41000020
1743408334.526650 utf8_from_data: (1 1  ) -> 41000020
1743408334.526652 utf8_from_data: (1 1  ) -> 41000020
1743408334.526654 utf8_from_data: (1 1  ) -> 41000020
1743408334.526656 utf8_from_data: (1 1  ) -> 41000020
1743408334.526658 utf8_from_data: (1 1  ) -> 41000020
1743408334.526660 utf8_from_data: (1 1  ) -> 41000020
1743408334.526662 utf8_from_data: (1 1  ) -> 41000020
1743408334.526664 utf8_from_data: (1 1  ) -> 41000020
1743408334.526666 utf8_from_data: (1 1  ) -> 41000020
1743408334.526668 utf8_from_data: (1 1  ) -> 41000020
1743408334.526670 utf8_from_data: (1 1  ) -> 41000020
1743408334.526672 utf8_from_data: (1 1  ) -> 41000020
1743408334.526675 utf8_from_data: (1 1  ) -> 41000020
1743408334.526677 utf8_from_data: (1 1  ) -> 41000020
1743408334.526679 utf8_from_data: (1 1  ) -> 41000020
1743408334.526681 utf8_from_data: (1 1  ) -> 41000020
1743408334.526683 utf8_from_data: (1 1  ) -> 41000020
1743408334.526685 utf8_from_data: (1 1  ) -> 41000020
1743408334.526687 utf8_from_data: (1 1  ) -> 41000020
1743408334.526689 utf8_from_data: (1 1  ) -> 41000020
1743408334.526691 utf8_from_data: (1 1  ) -> 41000020
1743408334.526693 utf8_from_data: (1 1  ) -> 41000020
1743408334.526695 utf8_from_data: (1 1  ) -> 41000020
1743408334.526697 utf8_from_data: (1 1  ) -> 41000020
1743408334.526699 utf8_from_data: (1 1  ) -> 41000020
1743408334.526701 utf8_from_data: (1 1  ) -> 41000020
1743408334.526703 utf8_from_data: (1 1  ) -> 41000020
1743408334.526705 utf8_from_data: (1 1  ) -> 41000020
1743408334.526707 utf8_from_data: (1 1  ) -> 41000020
1743408334.526709 utf8_from_data: (1 1  ) -> 41000020
1743408334.526711 utf8_from_data: (1 1  ) -> 41000020
1743408334.526713 utf8_from_data: (1 1  ) -> 41000020
1743408334.526715 utf8_from_data: (1 1  ) -> 41000020
1743408334.526717 utf8_from_data: (1 1  ) -> 41000020
1743408334.526719 utf8_from_data: (1 1  ) -> 41000020
1743408334.526721 utf8_from_data: (1 1  ) -> 41000020
1743408334.526723 utf8_from_data: (1 1  ) -> 41000020
1743408334.526725 utf8_from_data: (1 1  ) -> 41000020
1743408334.526727 utf8_from_data: (1 1  ) -> 41000020
1743408334.526729 utf8_from_data: (1 1  ) -> 41000020
1743408334.526731 utf8_from_data: (1 1  ) -> 41000020
1743408334.526733 utf8_from_data: (1 1  ) -> 41000020
1743408334.526735 utf8_from_data: (1 1  ) -> 41000020
1743408334.526737 utf8_from_data: (1 1  ) -> 41000020
1743408334.526739 utf8_from_data: (1 1  ) -> 41000020
1743408334.526741 utf8_from_data: (1 1  ) -> 41000020
1743408334.526743 utf8_from_data: (1 1  ) -> 41000020
1743408334.526745 utf8_from_data: (1 1  ) -> 41000020
1743408334.526747 utf8_from_data: (1 1  ) -> 41000020
1743408334.526749 utf8_from_data: (1 1  ) -> 41000020
1743408334.526751 utf8_from_data: (1 1  ) -> 41000020
1743408334.526753 utf8_from_data: (1 1  ) -> 41000020
1743408334.526755 utf8_from_data: (1 1  ) -> 41000020
1743408334.526757 utf8_from_data: (1 1  ) -> 41000020
1743408334.526759 utf8_from_data: (1 1  ) -> 41000020
1743408334.526761 utf8_from_data: (1 1  ) -> 41000020
1743408334.526763 utf8_from_data: (1 1  ) -> 41000020
1743408334.526765 utf8_from_data: (1 1  ) -> 41000020
1743408334.526767 utf8_from_data: (1 1  ) -> 41000020
1743408334.526769 utf8_from_data: (1 1  ) -> 41000020
1743408334.526771 utf8_from_data: (1 1  ) -> 41000020
1743408334.526773 utf8_from_data: (1 1  ) -> 41000020
1743408334.526775 utf8_from_data: (1 1  ) -> 41000020
1743408334.526781 utf8_from_data: (1 1  ) -> 41000020
1743408334.526783 utf8_from_data: (1 1  ) -> 41000020
1743408334.526785 utf8_from_data: (1 1  ) -> 41000020
1743408334.526787 utf8_from_data: (1 1  ) -> 41000020
1743408334.526789 utf8_from_data: (1 1  ) -> 41000020
1743408334.526791 utf8_from_data: (1 1  ) -> 41000020
1743408334.526793 utf8_from_data: (1 1  ) -> 41000020
1743408334.526795 utf8_from_data: (1 1  ) -> 41000020
1743408334.526797 utf8_from_data: (1 1  ) -> 41000020
1743408334.526799 utf8_from_data: (1 1  ) -> 41000020
1743408334.526802 utf8_from_data: (1 1  ) -> 41000020
1743408334.526804 utf8_from_data: (1 1  ) -> 41000020
1743408334.526806 utf8_from_data: (1 1  ) -> 41000020
1743408334.526808 utf8_from_data: (1 1  ) -> 41000020
1743408334.526810 utf8_from_data: (1 1  ) -> 41000020
1743408334.526812 utf8_from_data: (1 1  ) -> 41000020
1743408334.526814 utf8_from_data: (1 1  ) -> 41000020
1743408334.526816 utf8_from_data: (1 1  ) -> 41000020
1743408334.526818 utf8_from_data: (1 1  ) -> 41000020
1743408334.526820 utf8_from_data: (1 1  ) -> 41000020
1743408334.526822 utf8_from_data: (1 1  ) -> 41000020
1743408334.526824 utf8_from_data: (1 1  ) -> 41000020
1743408334.526826 utf8_from_data: (1 1  ) -> 41000020
1743408334.526828 utf8_from_data: (1 1  ) -> 41000020
1743408334.526830 utf8_from_data: (1 1  ) -> 41000020
1743408334.526832 utf8_from_data: (1 1  ) -> 41000020
1743408334.526834 utf8_from_data: (1 1  ) -> 41000020
1743408334.526836 utf8_from_data: (1 1  ) -> 41000020
1743408334.526838 utf8_from_data: (1 1  ) -> 41000020
1743408334.526840 utf8_from_data: (1 1  ) -> 41000020
1743408334.526842 utf8_from_data: (1 1  ) -> 41000020
1743408334.526844 utf8_from_data: (1 1  ) -> 41000020
1743408334.526846 utf8_from_data: (1 1  ) -> 41000020
1743408334.526848 utf8_from_data: (1 1  ) -> 41000020
1743408334.526850 utf8_from_data: (1 1  ) -> 41000020
1743408334.526852 utf8_from_data: (1 1  ) -> 41000020
1743408334.526854 utf8_from_data: (1 1  ) -> 41000020
1743408334.526856 utf8_from_data: (1 1  ) -> 41000020
1743408334.526858 utf8_from_data: (1 1  ) -> 41000020
1743408334.526860 utf8_from_data: (1 1  ) -> 41000020
1743408334.526862 utf8_from_data: (1 1  ) -> 41000020
1743408334.526864 utf8_from_data: (1 1  ) -> 41000020
1743408334.526866 utf8_from_data: (1 1  ) -> 41000020
1743408334.526868 utf8_from_data: (1 1  ) -> 41000020
1743408334.526870 utf8_from_data: (1 1  ) -> 41000020
1743408334.526872 utf8_from_data: (1 1  ) -> 41000020
1743408334.526874 utf8_from_data: (1 1  ) -> 41000020
1743408334.526876 utf8_from_data: (1 1  ) -> 41000020
1743408334.526878 utf8_from_data: (1 1  ) -> 41000020
1743408334.526880 utf8_from_data: (1 1  ) -> 41000020
1743408334.526882 utf8_from_data: (1 1  ) -> 41000020
1743408334.526884 utf8_from_data: (1 1  ) -> 41000020
1743408334.526886 utf8_from_data: (1 1  ) -> 41000020
1743408334.526888 utf8_from_data: (1 1  ) -> 41000020
1743408334.526891 utf8_from_data: (1 1  ) -> 41000020
1743408334.526892 utf8_from_data: (1 1  ) -> 41000020
1743408334.526895 utf8_from_data: (1 1  ) -> 41000020
1743408334.526896 utf8_from_data: (1 1  ) -> 41000020
1743408334.526898 utf8_from_data: (1 1  ) -> 41000020
1743408334.526900 utf8_from_data: (1 1  ) -> 41000020
1743408334.526902 utf8_from_data: (1 1  ) -> 41000020
1743408334.526904 utf8_from_data: (1 1  ) -> 41000020
1743408334.526906 utf8_from_data: (1 1  ) -> 41000020
1743408334.526908 utf8_from_data: (1 1  ) -> 41000020
1743408334.526910 utf8_from_data: (1 1  ) -> 41000020
1743408334.526912 utf8_from_data: (1 1  ) -> 41000020
1743408334.526914 utf8_from_data: (1 1  ) -> 41000020
1743408334.526916 utf8_from_data: (1 1  ) -> 41000020
1743408334.526918 utf8_from_data: (1 1  ) -> 41000020
1743408334.526920 utf8_from_data: (1 1  ) -> 41000020
1743408334.526923 utf8_from_data: (1 1  ) -> 41000020
1743408334.526925 utf8_from_data: (1 1  ) -> 41000020
1743408334.526927 utf8_from_data: (1 1  ) -> 41000020
1743408334.526929 utf8_from_data: (1 1  ) -> 41000020
1743408334.526931 utf8_from_data: (1 1  ) -> 41000020
1743408334.526933 utf8_from_data: (1 1  ) -> 41000020
1743408334.526935 utf8_from_data: (1 1  ) -> 41000020
1743408334.526937 utf8_from_data: (1 1  ) -> 41000020
1743408334.526939 utf8_from_data: (1 1  ) -> 41000020
1743408334.526941 utf8_from_data: (1 1  ) -> 41000020
1743408334.526943 utf8_from_data: (1 1  ) -> 41000020
1743408334.526945 utf8_from_data: (1 1  ) -> 41000020
1743408334.526947 utf8_from_data: (1 1  ) -> 41000020
1743408334.526949 utf8_from_data: (1 1  ) -> 41000020
1743408334.526951 utf8_from_data: (1 1  ) -> 41000020
1743408334.526953 utf8_from_data: (1 1  ) -> 41000020
1743408334.526955 utf8_from_data: (1 1  ) -> 41000020
1743408334.526957 utf8_from_data: (1 1  ) -> 41000020
1743408334.526959 utf8_from_data: (1 1  ) -> 41000020
1743408334.526961 utf8_from_data: (1 1  ) -> 41000020
1743408334.526963 utf8_from_data: (1 1  ) -> 41000020
1743408334.526965 utf8_from_data: (1 1  ) -> 41000020
1743408334.526967 utf8_from_data: (1 1  ) -> 41000020
1743408334.526969 utf8_from_data: (1 1  ) -> 41000020
1743408334.526971 utf8_from_data: (1 1  ) -> 41000020
1743408334.526973 utf8_from_data: (1 1  ) -> 41000020
1743408334.526975 utf8_from_data: (1 1  ) -> 41000020
1743408334.526977 utf8_from_data: (1 1  ) -> 41000020
1743408334.526979 utf8_from_data: (1 1  ) -> 41000020
1743408334.526981 utf8_from_data: (1 1  ) -> 41000020
1743408334.526983 utf8_from_data: (1 1  ) -> 41000020
1743408334.526985 utf8_from_data: (1 1  ) -> 41000020
1743408334.526987 utf8_from_data: (1 1  ) -> 41000020
1743408334.526989 utf8_from_data: (1 1  ) -> 41000020
1743408334.526991 utf8_from_data: (1 1  ) -> 41000020
1743408334.526993 utf8_from_data: (1 1  ) -> 41000020
1743408334.526995 utf8_from_data: (1 1  ) -> 41000020
1743408334.526997 utf8_from_data: (1 1  ) -> 41000020
1743408334.526999 utf8_from_data: (1 1  ) -> 41000020
1743408334.527001 utf8_from_data: (1 1  ) -> 41000020
1743408334.527003 utf8_from_data: (1 1  ) -> 41000020
1743408334.527005 utf8_from_data: (1 1  ) -> 41000020
1743408334.527007 utf8_from_data: (1 1  ) -> 41000020
1743408334.527009 utf8_from_data: (1 1  ) -> 41000020
1743408334.527012 utf8_from_data: (1 1  ) -> 41000020
1743408334.527013 utf8_from_data: (1 1  ) -> 41000020
1743408334.527016 utf8_from_data: (1 1  ) -> 41000020
1743408334.527018 utf8_from_data: (1 1  ) -> 41000020
1743408334.527019 utf8_from_data: (1 1  ) -> 41000020
1743408334.527021 utf8_from_data: (1 1  ) -> 41000020
1743408334.527023 utf8_from_data: (1 1  ) -> 41000020
1743408334.527026 utf8_from_data: (1 1  ) -> 41000020
1743408334.527028 utf8_from_data: (1 1  ) -> 41000020
1743408334.527030 utf8_from_data: (1 1  ) -> 41000020
1743408334.527032 utf8_from_data: (1 1  ) -> 41000020
1743408334.527034 utf8_from_data: (1 1  ) -> 41000020
1743408334.527036 utf8_from_data: (1 1  ) -> 41000020
1743408334.527038 utf8_from_data: (1 1  ) -> 41000020
1743408334.527040 utf8_from_data: (1 1  ) -> 41000020
1743408334.527042 utf8_from_data: (1 1  ) -> 41000020
1743408334.527044 utf8_from_data: (1 1  ) -> 41000020
1743408334.527046 utf8_from_data: (1 1  ) -> 41000020
1743408334.527048 utf8_from_data: (1 1  ) -> 41000020
1743408334.527050 utf8_from_data: (1 1  ) -> 41000020
1743408334.527052 utf8_from_data: (1 1  ) -> 41000020
1743408334.527054 utf8_from_data: (1 1  ) -> 41000020
1743408334.527056 utf8_from_data: (1 1  ) -> 41000020
1743408334.527058 utf8_from_data: (1 1  ) -> 41000020
1743408334.527060 utf8_from_data: (1 1  ) -> 41000020
1743408334.527062 utf8_from_data: (1 1  ) -> 41000020
1743408334.527064 utf8_from_data: (1 1  ) -> 41000020
1743408334.527066 utf8_from_data: (1 1  ) -> 41000020
1743408334.527068 utf8_from_data: (1 1  ) -> 41000020
1743408334.527070 utf8_from_data: (1 1  ) -> 41000020
1743408334.527072 utf8_from_data: (1 1  ) -> 41000020
1743408334.527074 utf8_from_data: (1 1  ) -> 41000020
1743408334.527076 utf8_from_data: (1 1  ) -> 41000020
1743408334.527080 utf8_from_data: (1 1  ) -> 41000020
1743408334.527082 utf8_from_data: (1 1  ) -> 41000020
1743408334.527084 utf8_from_data: (1 1  ) -> 41000020
1743408334.527086 utf8_from_data: (1 1  ) -> 41000020
1743408334.527088 utf8_from_data: (1 1  ) -> 41000020
1743408334.527090 utf8_from_data: (1 1  ) -> 41000020
1743408334.527092 utf8_from_data: (1 1  ) -> 41000020
1743408334.527094 utf8_from_data: (1 1  ) -> 41000020
1743408334.527096 utf8_from_data: (1 1  ) -> 41000020
1743408334.527098 utf8_from_data: (1 1  ) -> 41000020
1743408334.527100 utf8_from_data: (1 1  ) -> 41000020
1743408334.527102 utf8_from_data: (1 1  ) -> 41000020
1743408334.527104 utf8_from_data: (1 1  ) -> 41000020
1743408334.527106 utf8_from_data: (1 1  ) -> 41000020
1743408334.527108 utf8_from_data: (1 1  ) -> 41000020
1743408334.527110 utf8_from_data: (1 1  ) -> 41000020
1743408334.527112 utf8_from_data: (1 1  ) -> 41000020
1743408334.527114 utf8_from_data: (1 1  ) -> 41000020
1743408334.527116 utf8_from_data: (1 1  ) -> 41000020
1743408334.527118 utf8_from_data: (1 1  ) -> 41000020
1743408334.527120 utf8_from_data: (1 1  ) -> 41000020
1743408334.527122 utf8_from_data: (1 1  ) -> 41000020
1743408334.527124 utf8_from_data: (1 1  ) -> 41000020
1743408334.527126 utf8_from_data: (1 1  ) -> 41000020
1743408334.527128 utf8_from_data: (1 1  ) -> 41000020
1743408334.527130 utf8_from_data: (1 1  ) -> 41000020
1743408334.527132 utf8_from_data: (1 1  ) -> 41000020
1743408334.527134 utf8_from_data: (1 1  ) -> 41000020
1743408334.527136 utf8_from_data: (1 1  ) -> 41000020
1743408334.527138 utf8_from_data: (1 1  ) -> 41000020
1743408334.527140 utf8_from_data: (1 1  ) -> 41000020
1743408334.527142 utf8_from_data: (1 1  ) -> 41000020
1743408334.527144 utf8_from_data: (1 1  ) -> 41000020
1743408334.527146 utf8_from_data: (1 1  ) -> 41000020
1743408334.527148 utf8_from_data: (1 1  ) -> 41000020
1743408334.527150 utf8_from_data: (1 1  ) -> 41000020
1743408334.527152 utf8_from_data: (1 1  ) -> 41000020
1743408334.527154 utf8_from_data: (1 1  ) -> 41000020
1743408334.527156 utf8_from_data: (1 1  ) -> 41000020
1743408334.527158 utf8_from_data: (1 1  ) -> 41000020
1743408334.527160 utf8_from_data: (1 1  ) -> 41000020
1743408334.527162 utf8_from_data: (1 1  ) -> 41000020
1743408334.527164 utf8_from_data: (1 1  ) -> 41000020
1743408334.527166 utf8_from_data: (1 1  ) -> 41000020
